V4.p X,V4.p Y
2.689999999990006e-10,-2.97449159021481e-06
2.694999999990006e-10,-2.974491463683638e-06
2.699999999990007e-10,-2.974491592768649e-06
2.704999999990007e-10,-2.97449145885099e-06
2.709999999990007e-10,-2.974491594101655e-06
2.714999999990007e-10,-2.974491459098206e-06
2.719999999990007e-10,-2.974491585834138e-06
2.724999999990007e-10,-2.974491464277524e-06
2.729999999990007e-10,-2.974491585720668e-06
2.734999999990006e-10,-2.974491465367586e-06
2.739999999990006e-10,-2.97449158001347e-06
2.744999999990006e-10,-2.974491468126518e-06
2.749999999990006e-10,-2.974491577438739e-06
2.754999999990006e-10,-2.974491468993373e-06
2.759999999990006e-10,-2.974491580943025e-06
2.764999999990006e-10,-2.974491464959617e-06
2.769999999990006e-10,-2.974491581640612e-06
2.774999999990006e-10,-2.97449146126974e-06
2.779999999990006e-10,-2.974491582879943e-06
2.784999999990006e-10,-2.97449146371622e-06
2.789999999990007e-10,-2.974491581457609e-06
2.794999999990007e-10,-2.974491464057823e-06
2.799999999990007e-10,-2.974491580457046e-06
2.804999999990007e-10,-2.97449146369092e-06
2.809999999990007e-10,-2.974491576411714e-06
2.814999999990007e-10,-2.97449145980436e-06
2.819999999990007e-10,-2.974491578589972e-06
2.824999999990007e-10,-2.97449146463547e-06
2.829999999990007e-10,-2.97449157888386e-06
2.834999999990007e-10,-2.974491458885048e-06
2.839999999990007e-10,-2.974491581884012e-06
2.844999999990007e-10,-2.974491452089023e-06
2.849999999990007e-10,-2.974491587621562e-06
2.854999999990007e-10,-2.974491452642647e-06
2.859999999990007e-10,-2.974491583381543e-06
2.864999999990007e-10,-2.974491454230168e-06
2.869999999990007e-10,-2.974491577211627e-06
2.874999999990007e-10,-2.974491458832445e-06
2.879999999990007e-10,-2.974491573832248e-06
2.884999999990007e-10,-2.97449146631345e-06
2.889999999990007e-10,-2.974491566064217e-06
2.894999999990007e-10,-2.974491471687316e-06
2.899999999990007e-10,-2.974491559046674e-06
2.904999999990007e-10,-2.974491478489158e-06
2.909999999990007e-10,-2.974491553240765e-06
2.914999999990007e-10,-2.974491476698649e-06
2.919999999990007e-10,-2.974491556792777e-06
2.924999999990007e-10,-2.974491476739528e-06
2.929999999990007e-10,-2.974491551912565e-06
2.934999999990007e-10,-2.974491476596408e-06
2.939999999990007e-10,-2.974491553613778e-06
2.944999999990007e-10,-2.974491478805038e-06
2.949999999990007e-10,-2.974491555344958e-06
2.954999999990007e-10,-2.974491473625918e-06
2.959999999990007e-10,-2.974491553918341e-06
2.964999999990007e-10,-2.974491469878814e-06
2.969999999990007e-10,-2.97449155961492e-06
2.974999999990007e-10,-2.974491468404274e-06
2.979999999990007e-10,-2.974491553559407e-06
2.984999999990007e-10,-2.974491471269869e-06
2.989999999990007e-10,-2.974491549129844e-06
2.994999999990007e-10,-2.974491476968521e-06
2.999999999990007e-10,-2.974491552211267e-06
3.004999999990007e-10,-2.974491473364218e-06
3.009999999990007e-10,-2.974491551208974e-06
3.014999999990007e-10,-2.974491473406887e-06
3.019999999990007e-10,-2.974491554651928e-06
