V2.p X,V2.p Y
0,-0.0009773611339231056
5.000000000000012e-13,-0.00097736113391865
1.000000000000002e-12,-0.0009773611339186276
1.500000000000004e-12,-0.0009773611339186678
2.000000000000005e-12,-0.0009773611339188139
2.500000000000006e-12,-0.0009773611339185437
2.999999999000007e-12,-0.0009773611339187742
3.499999999000008e-12,-0.000977361133918642
4.00000000000001e-12,-0.000977361133918727
4.50000000000001e-12,-0.000977361133918686
5.000000000000012e-12,-0.0009773611339187311
5.500000000000013e-12,-0.0009773611339187339
5.999999999000014e-12,-0.0009773611339186849
6.499999999000016e-12,-0.0009773611339186936
6.999999999000016e-12,-0.0009773611339185884
7.500000000000018e-12,-0.0009773611339187862
8.000000000000019e-12,-0.0009773611339187209
8.500000000000021e-12,-0.0009773611339186894
9.000000000000021e-12,-0.000977361133918849
9.500000000000022e-12,-0.0009773611339183672
1.000000000000002e-11,-0.0009773611339190186
1.050000000000003e-11,-0.0009773611339184704
1.100000000000003e-11,-0.0009773611339189375
1.150000000000003e-11,-0.0009773611339184219
1.199999999900003e-11,-0.0009773611339189616
1.249999999900003e-11,-0.000977361133918243
1.299999999900003e-11,-0.0009773611339191661
1.349999999900003e-11,-0.0009773611339182248
1.399999999900003e-11,-0.0009773611339191986
1.449999999900003e-11,-0.0009773611339181883
1.500000000000004e-11,-0.0009773611339191201
1.550000000000004e-11,-0.000977361133918055
1.600000000000004e-11,-0.000977361133919106
1.650000000000004e-11,-0.000977361133918128
1.700000000000004e-11,-0.0009773611339192307
1.750000000000004e-11,-0.0009773611339181666
1.800000000000004e-11,-0.0009773611339192983
1.850000000000004e-11,-0.0009773611339182477
1.900000000000004e-11,-0.0009773611339191038
1.950000000000005e-11,-0.000977361133918233
2.000000000000005e-11,-0.0009773611339190095
2.050000000000005e-11,-0.0009773611339184136
2.100000000000005e-11,-0.0009773611339190381
2.150000000000005e-11,-0.0009773611339184472
2.200000000000005e-11,-0.000977361133919119
2.250000000000005e-11,-0.0009773611339182287
2.300000000000005e-11,-0.0009773611339191398
2.350000000000005e-11,-0.0009773611339183371
2.400000000000006e-11,-0.0009773611339192884
2.450000000000006e-11,-0.0009773611339180836
2.500000000000006e-11,-0.00097736113391943
2.550000000000006e-11,-0.0009773611339178826
2.600000000000006e-11,-0.0009773611339195549
