V1.p X,V1.p Y
0,-0.003683941541511019
5.000000000000012e-13,-0.00368394156099218
1.000000000000002e-12,-0.003683941563963899
1.500000000000004e-12,-0.003683941566675268
2.000000000000005e-12,-0.003683941569081391
2.500000000000006e-12,-0.003683941571179895
2.999999999000007e-12,-0.003683941573062748
3.499999999000008e-12,-0.003683941574701247
4.00000000000001e-12,-0.003683941576194747
4.50000000000001e-12,-0.003683941577491373
5.000000000000012e-12,-0.003683941578680973
5.500000000000013e-12,-0.003683941579699062
5.999999999000014e-12,-0.003683941580664409
6.499999999000016e-12,-0.003683941581469067
6.999999999000016e-12,-0.003683941582259312
7.500000000000018e-12,-0.003683941582902616
8.000000000000019e-12,-0.003683941583544281
8.500000000000021e-12,-0.003683941584076052
9.000000000000021e-12,-0.003683941584596164
9.500000000000022e-12,-0.003683941585022383
1.000000000000002e-11,-0.003683941585463563
1.050000000000003e-11,-0.003683941585806684
1.100000000000003e-11,-0.00368394158618344
1.150000000000003e-11,-0.003683941586462685
1.199999999900003e-11,-0.00368394158676967
1.249999999900003e-11,-0.00368394158700456
1.299999999900003e-11,-0.003683941587263725
1.349999999900003e-11,-0.0036839415874596
1.399999999900003e-11,-0.003683941587671763
1.449999999900003e-11,-0.003683941587848119
1.500000000000004e-11,-0.003683941588028976
1.550000000000004e-11,-0.003683941588156748
1.600000000000004e-11,-0.003683941588330936
1.650000000000004e-11,-0.003683941588432133
1.700000000000004e-11,-0.00368394158857341
1.750000000000004e-11,-0.003683941588666277
1.800000000000004e-11,-0.003683941588783805
1.850000000000004e-11,-0.00368394158887068
1.900000000000004e-11,-0.003683941588958787
1.950000000000005e-11,-0.003683941589037832
2.000000000000005e-11,-0.003683941589112132
2.050000000000005e-11,-0.003683941589176305
2.100000000000005e-11,-0.003683941589241133
2.150000000000005e-11,-0.00368394158930263
2.200000000000005e-11,-0.00368394158935221
2.250000000000005e-11,-0.003683941589409423
2.300000000000005e-11,-0.003683941589449582
2.350000000000005e-11,-0.003683941589492716
2.400000000000006e-11,-0.003683941589537389
2.450000000000006e-11,-0.003683941589565051
2.500000000000006e-11,-0.003683941589606537
2.550000000000006e-11,-0.003683941589636878
2.600000000000006e-11,-0.003683941589665515
2.650000000000006e-11,-0.003683941589685727
2.700000000000007e-11,-0.003683941589726072
2.750000000000006e-11,-0.003683941589740683
2.800000000000006e-11,-0.003683941589762903
2.850000000000007e-11,-0.003683941589785693
2.900000000000007e-11,-0.003683941589801032
2.950000000000007e-11,-0.003683941589824046
3.000000000000007e-11,-0.003683941589824769
3.050000000000007e-11,-0.00368394158985789
3.100000000000007e-11,-0.003683941589861154
3.150000000000007e-11,-0.003683941589882813
3.200000000000008e-11,-0.00368394158988306
3.250000000000008e-11,-0.003683941589907058
3.300000000000008e-11,-0.003683941589902851
3.350000000000008e-11,-0.003683941589926176
3.400000000000008e-11,-0.003683941589925574
3.450000000000008e-11,-0.003683941589939718
3.500000000000008e-11,-0.003683941589940922
3.550000000000008e-11,-0.003683941589963485
3.600000000000008e-11,-0.003683941589947808
3.650000000000009e-11,-0.00368394158997156
3.700000000000009e-11,-0.003683941589954371
3.750000000000009e-11,-0.003683941589993253
3.800000000000009e-11,-0.003683941589960629
3.850000000000009e-11,-0.003683941590011413
3.900000000000009e-11,-0.003683941589959456
3.950000000000009e-11,-0.003683941590028755
4.000000000000009e-11,-0.003683941589960462
4.050000000000009e-11,-0.00368394159004007
4.10000000000001e-11,-0.00368394158996495
4.15000000000001e-11,-0.003683941590036325
4.20000000000001e-11,-0.003683941589976489
4.24999999990001e-11,-0.003683941590040864
4.29999999990001e-11,-0.003683941589984214
4.349999999900011e-11,-0.003683941590049413
4.39999999990001e-11,-0.003683941589978815
4.44999999990001e-11,-0.003683941590056878
4.499999999900011e-11,-0.003683941589985501
4.54999999990001e-11,-0.003683941590047242
4.599999999900011e-11,-0.003683941589997375
4.649999999900011e-11,-0.003683941590054157
4.699999999900011e-11,-0.003683941589998049
4.749999999900011e-11,-0.003683941590055037
4.799999999900012e-11,-0.00368394158999211
4.849999999900011e-11,-0.003683941590057109
4.899999999900012e-11,-0.003683941589991668
4.949999999900012e-11,-0.003683941590061687
4.999999999900011e-11,-0.003683941589994145
5.049999999900012e-11,-0.003683941590055066
5.099999999900012e-11,-0.003683941590009805
5.149999999900012e-11,-0.003683941590051334
5.199999999900012e-11,-0.003683941590005317
5.249999999900013e-11,-0.003683941590052075
5.299999999900012e-11,-0.003683941590010626
5.349999999900013e-11,-0.003683941590043891
5.399999999900013e-11,-0.003683941590017481
5.449999999900013e-11,-0.003683941590035465
5.499999999900013e-11,-0.003683941590026674
5.549999999900013e-11,-0.003683941590034388
5.599999999900013e-11,-0.00368394159002259
5.649999999900013e-11,-0.003683941590040285
5.699999999900014e-11,-0.003683941590021217
5.749999999900013e-11,-0.003683941590042049
5.799999999900014e-11,-0.003683941590017137
5.849999999900014e-11,-0.003683941590039269
5.899999999900014e-11,-0.003683941590022528
5.949999999900013e-11,-0.00368394159002974
5.999999999900015e-11,-0.003683941590029918
6.049999999900014e-11,-0.00368394159002882
6.099999999900014e-11,-0.003683941590028075
6.149999999900014e-11,-0.003683941590024182
6.199999999900015e-11,-0.003683941590032559
6.249999999900015e-11,-0.003683941590027869
6.299999999900015e-11,-0.003683941590028467
6.349999999900015e-11,-0.003683941590020063
6.399999999900014e-11,-0.00368394159003135
6.449999999900016e-11,-0.003683941590023015
6.499999999900015e-11,-0.003683941590032678
6.549999999900015e-11,-0.003683941590019852
6.599999999900015e-11,-0.00368394159003122
6.649999999900016e-11,-0.003683941590018734
6.699999999900016e-11,-0.003683941590036107
6.749999999900016e-11,-0.003683941590010925
6.799999999900016e-11,-0.003683941590040012
6.849999999900017e-11,-0.003683941590003219
6.899999999900017e-11,-0.003683941590042204
6.949999999900016e-11,-0.003683941590004014
6.999999999900016e-11,-0.003683941590035276
7.049999999900016e-11,-0.00368394159000814
7.099999999900017e-11,-0.003683941590031528
7.149999999900017e-11,-0.00368394159001103
7.199999999900017e-11,-0.003683941590025934
7.249999999900017e-11,-0.003683941590018007
7.299999999900018e-11,-0.003683941590024284
7.349999999900018e-11,-0.003683941590013015
7.399999999900017e-11,-0.003683941590025346
7.449999999900017e-11,-0.003683941590011714
7.499999999900017e-11,-0.003683941590021216
7.549999999900018e-11,-0.00368394159001278
7.599999999900018e-11,-0.003683941590026005
7.649999999900018e-11,-0.003683941590008798
7.699999999900018e-11,-0.003683941590024585
7.749999999900019e-11,-0.003683941590011237
7.799999999900019e-11,-0.003683941590021442
7.849999999900018e-11,-0.003683941590012936
7.899999999900018e-11,-0.003683941590022289
7.949999999900018e-11,-0.003683941589998609
7.999999999900019e-11,-0.003683941590031042
8.049999999900019e-11,-0.003683941589987622
8.099999999900019e-11,-0.003683941590040464
8.149999999900019e-11,-0.003683941589979617
8.19999999990002e-11,-0.003683941590042208
8.24999999990002e-11,-0.003683941589979929
8.299999999900019e-11,-0.003683941590043794
8.349999999900019e-11,-0.003683941589975166
8.399999999900019e-11,-0.003683941590050873
8.44999999990002e-11,-0.003683941589972634
8.49999999990002e-11,-0.003683941590038229
8.54999999990002e-11,-0.003683941589981368
8.59999999990002e-11,-0.00368394159004001
8.649999999900021e-11,-0.003683941589977478
8.699999999900021e-11,-0.003683941590035018
8.749999999900021e-11,-0.003683941589977899
8.79999999990002e-11,-0.003683941590035239
8.849999999900021e-11,-0.003683941589979395
8.899999999900021e-11,-0.003683941590033128
8.949999999900021e-11,-0.003683941589976621
8.999999999900021e-11,-0.003683941590031066
9.049999999900021e-11,-0.003683941589981359
9.099999999900022e-11,-0.003683941590021778
9.149999999900022e-11,-0.003683941589980318
9.199999999900022e-11,-0.003683941590020093
9.249999999900021e-11,-0.003683941589981146
9.299999999900022e-11,-0.003683941590022541
9.349999999900022e-11,-0.003683941589982732
9.399999999900022e-11,-0.003683941590019506
9.449999999900022e-11,-0.003683941589972666
9.499999999900022e-11,-0.00368394159002614
9.549999999900023e-11,-0.003683941589975326
9.599999999900023e-11,-0.003683941590024719
9.649999999900023e-11,-0.003683941589967399
9.699999999900022e-11,-0.003683941590028326
9.749999999900024e-11,-0.003683941589968962
