V3.p X,V3.p Y
0,-0.001449765040498561
5.000000000000012e-13,-0.001449765040571051
1.000000000000002e-12,-0.00144976504056985
1.500000000000004e-12,-0.00144976504056884
2.000000000000005e-12,-0.001449765040565193
2.500000000000006e-12,-0.001449765040563251
2.999999999000007e-12,-0.001449765040564575
3.499999999000008e-12,-0.001449765040556308
4.00000000000001e-12,-0.00144976504056038
4.50000000000001e-12,-0.001449765040550962
5.000000000000012e-12,-0.001449765040558328
5.500000000000013e-12,-0.001449765040545193
5.999999999000014e-12,-0.001449765040555623
6.499999999000016e-12,-0.001449765040544198
6.999999999000016e-12,-0.001449765040549836
7.500000000000018e-12,-0.001449765040544864
8.000000000000019e-12,-0.001449765040546232
8.500000000000021e-12,-0.001449765040543359
9.000000000000021e-12,-0.001449765040540268
9.500000000000022e-12,-0.001449765040543647
1.000000000000002e-11,-0.001449765040536648
1.050000000000003e-11,-0.001449765040545843
1.100000000000003e-11,-0.001449765040533037
1.150000000000003e-11,-0.001449765040544839
1.199999999900003e-11,-0.001449765040530271
1.249999999900003e-11,-0.001449765040545774
1.299999999900003e-11,-0.001449765040527783
1.349999999900003e-11,-0.001449765040546634
1.399999999900003e-11,-0.001449765040525661
1.449999999900003e-11,-0.001449765040547227
1.500000000000004e-11,-0.001449765040525973
1.550000000000004e-11,-0.001449765040547211
1.600000000000004e-11,-0.001449765040523791
1.650000000000004e-11,-0.001449765040548077
1.700000000000004e-11,-0.001449765040525754
1.750000000000004e-11,-0.001449765040545908
1.800000000000004e-11,-0.001449765040523949
1.850000000000004e-11,-0.001449765040548172
1.900000000000004e-11,-0.001449765040523045
1.950000000000005e-11,-0.001449765040548046
2.000000000000005e-11,-0.001449765040522885
2.050000000000005e-11,-0.001449765040548896
2.100000000000005e-11,-0.001449765040523202
2.150000000000005e-11,-0.001449765040546968
2.200000000000005e-11,-0.001449765040525212
2.250000000000005e-11,-0.001449765040547714
2.300000000000005e-11,-0.001449765040524878
2.350000000000005e-11,-0.001449765040548595
2.400000000000006e-11,-0.001449765040521758
2.450000000000006e-11,-0.001449765040549401
2.500000000000006e-11,-0.001449765040520838
2.550000000000006e-11,-0.001449765040551725
2.600000000000006e-11,-0.001449765040522084
2.650000000000006e-11,-0.001449765040552542
2.700000000000007e-11,-0.001449765040519575
2.750000000000006e-11,-0.001449765040550984
2.800000000000006e-11,-0.001449765040520256
2.850000000000007e-11,-0.00144976504055406
2.900000000000007e-11,-0.001449765040518815
2.950000000000007e-11,-0.001449765040554315
3.000000000000007e-11,-0.001449765040518797
3.050000000000007e-11,-0.001449765040551789
3.100000000000007e-11,-0.001449765040522136
3.150000000000007e-11,-0.001449765040550764
3.200000000000008e-11,-0.001449765040521453
3.250000000000008e-11,-0.00144976504055193
3.300000000000008e-11,-0.001449765040521209
3.350000000000008e-11,-0.001449765040551352
3.400000000000008e-11,-0.001449765040522308
3.450000000000008e-11,-0.00144976504055036
3.500000000000008e-11,-0.001449765040521675
3.550000000000008e-11,-0.001449765040551568
3.600000000000008e-11,-0.001449765040522827
3.650000000000009e-11,-0.001449765040550559
3.700000000000009e-11,-0.001449765040524358
